TTFT,T/S,NPC TOKENS,USER TOKENS,TOTAL TIME,ALL TOKENS
1.2315201000019442,3.7004139139109435,18,13,6.0958408000005875,263
4.043552399991313,4.133399322060286,14,17,7.4305950999987544,294
1.5660375000006752,4.081107023136261,20,20,6.466668599998229,334
1.4237783999997191,4.195420593536671,32,18,9.051142399999662,384
1.5886563999956707,4.194085685779041,19,22,6.118845200006035,425
2.4944624999916414,4.203693901791231,29,62,9.39315699999861,516
2.6259770000033313,4.0007148157206185,25,70,8.874860299998545,611
2.3805961000034586,3.9015496914326593,38,64,12.120315699998173,713
2.4303147999889916,3.8356599750998943,34,60,11.294499900002847,807
2.57216779999726,2.754735915863538,29,71,13.099492699999246,907
1.7617185999988578,1.0443951871696504,20,13,20.9115579000063,265
5.91171359999862,0.7780170171458702,10,17,18.7649029000022,292
10.47648090000439,0.8612256355567293,25,20,39.50487829999474,337
6.613798399994266,0.719594964384708,19,18,33.017540700006066,374
3.0749321000039345,1.4565027987481256,26,22,20.925910500009195,422
4.632950200000778,0.7528780169137258,40,62,57.762406900001224,524
4.612322700006189,0.8688345111013296,39,70,49.50004240000271,633
4.015506699986872,1.2199873815593159,44,64,40.081453499995405,741
4.352937899995595,1.1676866922067455,38,60,36.89591389999259,839
4.488679900008719,1.2565173101135831,41,71,37.11855270000524,951
2.3301667000050656,2.7088438404995596,76,13,30.386416699999245,321
3.228196399999433,2.8152535073041483,59,17,24.18545649999578,397
3.832037500003935,2.7447398883345553,70,20,29.335364899990964,487
3.7373322999919765,2.544706267215152,66,18,29.673528100000112,571
4.957611899997573,2.589172741780447,113,22,48.60089539999899,706
3.284392100002151,2.521696409187018,104,63,44.52647009999782,873
1.0887938999949256,2.5590646069820546,99,70,39.77480430000287,1042
3.312093900007312,2.4580624775727897,128,63,55.38562790000287,1233
3.3301871000003302,2.2832267265044184,128,59,59.39119870000286,1420
3.4561716000025626,2.279595083148035,128,71,59.60649449999619,1619
2.7347368999908213,1.314521080126397,29,229,24.796003499999642,259
3.585500100001809,1.2824951107194866,47,10,40.23281329999736,316
3.729299299986451,1.2703691101626908,67,13,56.469876399991335,396
3.6632964000018546,1.2173192461052722,105,11,89.91840190000948,512
3.911285099995439,1.199197714800531,70,15,62.283644499999355,597
4.22196769999573,1.1309595643652508,128,59,117.40019620000385,784
9.899342899996554,0.9541222185945759,113,65,128.33280750000267,962
9.074986099993112,1.632409143068881,128,57,87.48670080000011,1147
9.385816100009833,1.3785528552873922,128,55,102.23680800000147,1330
9.537591799991787,1.3978905222681215,117,66,93.23513329999696,1513
1.1657147999940207,4.883898196116086,11,10,3.41801399999531,229
1.180082200007746,4.707693799667524,21,11,5.6408651000092505,261
1.673156899996684,4.323248249774575,44,14,11.850689500002773,319
1.3643234000046505,4.2793298312697114,50,12,13.04839590001211,381
1.7623709000035888,4.480562424095664,54,16,13.814429299993208,451
2.7923091999982717,4.311562924094977,79,57,21.115131200000178,587
2.905824399989797,4.084717792929284,92,63,25.42880019999575,742
2.8343700999976136,3.830156096664434,128,56,36.253373600004124,926
2.8631821000017226,3.749465419235483,128,52,37.001382000002195,1106
3.056581400000141,3.728455349309597,104,66,30.950170100011746,1276
5.232990100004827,1.64609129141378,72,12,48.97297000000253,293
5.695063999999547,1.6375672656409799,79,15,53.93735709998873,387
6.835045900006662,1.6207156216789242,77,18,54.344922999996925,482
6.287446499991347,1.6184949068515,99,16,67.45538689999375,597
7.769802700000582,1.648914653842817,91,20,62.957619599998,708
8.470455100003164,1.3613152774424013,112,61,90.74382839999453,881
8.92750530000194,1.4458643566413116,109,68,84.31493670000054,1058
8.492015700001502,0.972819296610025,128,61,140.06835310001043,1247
3.3998101000033785,1.0578149671067671,128,57,124.40395920000446,1432
3.6599795000074664,1.0547705556168425,128,69,125.013386000006,1629
1.7943761000060476,2.1260831827781055,77,13,38.01120930000616,324
2.2130773999961093,2.0911435070690674,74,17,37.60041439998895,415
2.487730900000315,2.1044490487037897,90,20,45.25426879999577,525
8.540858200009097,2.0685205356774303,96,18,54.95083980000345,639
4.112941900006263,2.080784109604496,112,22,57.93880470001022,773
4.016735500001232,2.068980146187889,126,63,64.91630490000534,962
5.933201099993312,2.068258215277445,128,69,67.8210248999967,1159
6.38802030000079,1.9373014346746802,120,65,68.32985230001213,1344
6.718564800001332,2.0647401200327664,128,58,68.71183880000899,1530
8.227415800007293,2.0457310028251685,128,71,70.79673690001073,1729
