TTFT,T/S,NPC TOKENS,USER TOKENS,TOTAL TIME,ALL TOKENS
0.07683590000669938,55.1992520535162,8,13,0.22176539999782108,253
0.06675370001175907,66.28335946840917,14,17,0.27796810001018457,284
0.06964380000135861,66.33543174640039,16,20,0.3108421999932034,320
0.06332040000415873,76.1407177361715,22,18,0.35225910000735894,360
0.06589990000065882,73.78696401197301,17,22,0.29629290000593755,399
0.08075210000970401,75.78858017674607,27,62,0.43700630000967067,488
0.10053149999293964,73.53045930280724,32,70,0.5357252999965567,590
0.10363900000811554,74.78426673288698,29,64,0.4914210999995703,683
0.09830859999055974,67.32393108925197,27,60,0.49935469999036286,770
0.11534380000375677,73.98452243847989,37,71,0.6154483999998774,878
0.09304310000152327,41.54897191537227,19,13,0.5503347999911057,264
0.09404270000231918,47.2935727508949,18,17,0.4746441000024788,299
0.09556759998667985,46.1231109280162,21,20,0.5508707999979379,340
0.10722180000448134,50.53436834347085,31,18,0.720665699991514,389
0.10007000000041444,49.87592532379977,30,22,0.7015625999920303,441
0.1061422000057064,49.33786073672537,49,62,1.0992943000019295,552
0.13068469999416266,49.89055903764081,29,70,0.7119569999922533,651
0.119078100004117,51.112426298599324,43,64,0.9603608000034001,758
0.13551839999854565,50.41700341924428,46,60,1.0479090000008,864
0.1460483000118984,50.52657675514648,45,71,1.0366687000059756,980
0.0708228000003146,43.19051790169585,83,13,1.9925408999988576,328
0.0746322000049986,43.71387470969903,53,17,1.2870619000022998,398
0.0762276000023121,43.79813140929655,70,20,1.6744692999927793,488
0.0750576000136789,42.47478206872674,65,18,1.605377400002908,571
0.07852710000588559,43.327087011721694,74,22,1.786465600001975,667
0.07791210000868887,43.1139704429865,116,63,2.768455299999914,846
0.10526720000780188,43.480537379171494,95,70,2.2901528000074904,1011
0.10302140000567306,43.585391511616955,128,63,3.0397852000023704,1202
0.09269469999708235,42.941408661970264,128,59,3.0735005000024103,1389
0.1289219000027515,42.5582113208421,128,71,3.1365671000094153,1588
0.5647594000038225,5.105674100583741,26,229,5.657133000000613,256
0.9068034999945667,5.021699906593391,33,10,7.478283399992506,299
0.9378155000013066,5.066690733658533,79,13,16.52984670001024,391
0.8984906999976374,5.124278817492021,89,11,18.266788399996585,491
0.9568786999880103,5.115698164394495,65,16,13.662866799990297,572
0.9969892999943113,5.111803910818842,96,61,19.77705239999341,729
1.0865038999909302,5.123152855413837,94,65,19.43458029998874,888
1.0893776999873808,5.151959915433553,128,58,25.93429149998701,1074
1.180182899988722,5.151255344829469,128,55,26.02849489999062,1257
1.184620999993058,5.0877230292427695,90,66,18.87426319999213,1413
0.08984739999868907,65.16419748745668,18,10,0.36607269999512937,236
0.09590190000017174,61.38428579735879,21,11,0.4380090000049677,268
0.09428350000234786,68.74577266185923,49,14,0.8070545999944443,331
0.10623229999328032,68.3993152022989,51,12,0.8518537999916589,394
0.12375260000408161,68.74227242140346,58,16,0.9674837999918964,468
0.14791179999883752,68.65864623826874,100,57,1.6043925999983912,625
0.17160519999742974,67.73052318264371,101,63,1.662808799999766,789
0.1863974000007147,69.77463229909547,128,56,2.020874999987427,973
0.22130350000225008,69.40270567573948,128,52,2.0656119999912335,1153
0.2926800999994157,66.41271413271886,128,65,2.2200219000078505,1346
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
0.17539160000160336,35.79756578815876,63,13,1.9352878000063356,310
0.24308459999156184,36.62620769080259,63,17,1.963164400003734,390
0.2873083000013139,36.92694686714559,80,20,2.4537478999991436,490
0.31686000000627246,36.647424393639376,72,18,2.2815274000022328,580
0.40345530000922736,37.02985184078266,82,22,2.6178849000134505,684
0.45458800000778865,36.57693004567476,110,63,3.4619481000117958,857
0.5966979000077117,36.10463545718997,106,70,3.5326090000016848,1033
0.7235433000023477,36.421256597689045,110,64,3.7437575999938417,1207
0.7956514999968931,35.65294612812082,111,59,3.908998700004304,1377
0.9608703999983845,35.701951407289386,128,70,4.54610859999957,1575
