TTFT,T/S,NPC TOKENS,USER TOKENS,TOTAL TIME,ALL TOKENS
0.4077860669999609,14.513723545275502,20,13,1.7857921959998748,265
0.41822659499985093,14.330184899927929,14,17,1.395185377999951,296
0.42435845199997857,14.33377769477585,14,20,1.4010723579999649,330
0.4114743149998503,14.325536381047687,20,18,1.8075825979999536,368
0.4283802569998443,14.319697314056766,18,22,1.6853900669998438,408
0.5287427329999446,14.301673817220443,32,62,2.76624307100019,502
0.8768779399997584,13.902925831201605,25,70,2.675060588999713,597
0.5492983140002252,13.910637094489209,30,64,2.7059213210000053,691
0.5414077749996977,13.69851175204789,33,60,2.9504285939997317,784
0.9031246120002834,13.519915873737324,36,71,3.5658630739999353,891
0.9423020630001702,8.309154501568468,15,13,2.7475398880001194,260
0.9587137899998197,8.242740375597563,10,17,2.1719025529996543,287
0.9684492559999853,8.263245748206355,24,20,3.872876975000054,331
0.9707927279996511,8.26732237927421,19,18,3.268997530999968,368
0.9768591870001728,8.25938311377784,21,22,3.519421956000315,411
1.0790336109998862,8.240709357538634,46,62,6.661077340999782,519
1.8038590500000282,8.15028920143294,29,70,5.362014998000177,618
1.1122204459998102,8.145694557544797,30,64,4.795147639999868,712
1.1174039330003325,8.039240617922534,29,60,4.724709819000054,801
1.8381244729998798,8.039815965543218,33,71,5.942696037999667,905
1.4341690989999734,5.331276721957903,96,13,19.441112840000187,341
1.4803496590002396,5.322220527265346,65,17,13.693297180999707,423
1.5185696230000758,5.2834555488613,104,20,21.20265687200026,547
1.5120141460001832,5.2068048104303655,102,18,21.10176327499994,667
1.570112240000526,5.1853585307606975,112,22,23.16939015600019,801
1.7368270450006094,5.169459826932074,128,62,26.497634612000184,991
3.1430191589997776,5.100731407664481,128,70,28.23745949899967,1189
3.1190307360002407,5.045051776325768,128,64,28.490425456000594,1381
1.7986760419998973,5.002008889615837,128,59,27.388394657999925,1568
3.261673609999889,4.910926298651451,128,71,29.326002865999726,1767
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
-1.0,-1.0,-1,-1,-1.0,-1
0.6850687799997104,10.08431662381908,31,10,3.7591491719995247,249
0.6928998579996914,9.848816423064939,30,11,3.7389511510000375,290
0.6950178799997957,9.840312547810282,48,14,5.572911723999823,352
0.6946544279999216,9.84297590984575,58,12,6.587181294999937,422
0.7074655329997768,9.849816513052119,48,16,5.580652757999815,486
0.8393267470000865,9.605631352866975,85,57,9.688302610999926,628
0.8549498640004458,9.585178008391896,128,62,14.208901130000413,818
0.8666317099996377,9.456617112647223,128,57,14.40212738199989,1003
0.8910104650003632,9.25021484897698,128,52,14.728526900000361,1183
1.5428030860002764,9.09189524900982,128,65,15.621275890000106,1376
2.5757386230006887,2.6187470077330697,75,12,31.215389486000277,296
2.6166217489999326,2.604849595018623,81,15,33.71246703500037,392
2.6549612220005656,2.604670137279607,80,18,33.36902318900047,490
2.640254690000802,2.579375011244271,86,16,35.98166477000086,592
2.720881365000423,2.5742656635235526,74,20,31.466943222000737,686
2.9606894460002877,2.5512913236961805,114,61,47.64394413399987,861
5.5156461470005524,2.542534593462163,117,68,51.53271915000005,1046
3.072194816000774,2.550256815346199,128,61,53.26321841400022,1235
3.0791267270005847,2.5212211764033734,128,57,53.84817515400027,1420
5.6787622529991495,2.50516740312663,128,69,56.773152128999754,1617
7.100300129999596,4.192745272249281,68,13,23.318790780999734,315
10.736695425999642,4.191393503192168,61,17,25.29032775699943,393
12.68760045199997,4.196251513868059,75,20,30.560694986999806,488
14.819723192999845,4.185168442810484,75,18,32.74014886399982,581
18.235080403999746,4.191793770927161,94,22,40.659847731999434,697
22.026820123000107,4.170873100492194,125,63,51.996564344000035,885
27.92748095099978,4.170909563022055,113,70,55.01989288000004,1068
33.42538057499951,4.167625313148905,125,64,63.418479907999426,1257
39.02126132000012,4.156167145504993,124,59,68.8564425479999,1440
44.633171260999916,4.17662352246689,128,70,75.27993635999974,1638
